10000
1 233 2
1 238 7
1 243 12
1 248 17
1 253 22
1 258 27
1 263 32
1 268 37
1 273 42
1 278 47
1 283 52
1 288 57
1 293 62
1 298 67
1 303 72
1 308 77
1 313 82
1 318 87
1 323 92
1 328 97
1 333 102
1 338 107
1 343 112
1 348 117
1 353 122
1 358 127
1 363 132
1 368 137
1 373 142
1 378 147
1 383 152
1 388 157
1 393 162
1 398 167
1 403 172
1 408 177
1 413 182
1 418 187
1 423 192
1 428 197
1 433 202
1 438 207
1 443 212
1 448 217
1 453 222
1 458 227
1 463 232
1 468 237
1 473 242
1 478 247
1 483 252
1 488 257
1 493 262
1 498 267
1 503 272
1 508 277
1 513 282
1 518 287
1 523 292
1 528 297
1 533 302
1 538 307
1 543 312
1 548 317
1 553 322
1 558 327
1 563 332
1 568 337
1 573 342
1 578 347
1 583 352
1 588 357
1 593 362
1 598 367
1 603 372
1 608 377
1 613 382
1 618 387
1 623 392
1 628 397
1 633 402
1 638 407
1 643 412
1 648 417
1 653 422
1 658 427
1 663 432
1 668 437
1 673 442
1 678 447
1 683 452
1 688 457
1 693 462
1 698 467
1 703 472
1 708 477
1 713 482
1 718 487
1 723 492
1 728 497
1 733 502
1 738 507
1 743 512
1 748 517
1 753 522
1 758 527
1 763 532
1 768 537
1 773 542
1 778 547
1 783 552
1 788 557
1 793 562
1 798 567
1 803 572
1 808 577
1 813 582
1 818 587
1 823 592
1 828 597
1 833 602
1 838 607
1 843 612
1 848 617
1 853 622
1 858 627
1 863 632
1 868 637
1 873 642
1 878 647
1 883 652
1 888 657
1 893 662
1 898 667
1 903 672
1 908 677
1 913 682
1 918 687
1 923 692
1 928 697
1 933 702
1 938 707
1 943 712
1 948 717
1 953 722
1 958 727
1 963 732
1 968 737
1 973 742
1 978 747
1 983 752
1 988 757
1 993 762
1 998 767
1 1003 772
1 1008 777
1 1013 782
1 1018 787
1 1023 792
1 1028 797
1 1033 802
1 1038 807
1 1043 812
1 1048 817
1 1053 822
1 1058 827
1 1063 832
1 1068 837
1 1073 842
1 1078 847
1 1083 852
1 1088 857
1 1093 862
1 1098 867
1 1103 872
1 1108 877
1 1113 882
1 1118 887
1 1123 892
1 1128 897
1 1133 902
1 1138 907
1 1143 912
1 1148 917
1 1153 922
1 1158 927
1 1163 932
1 1168 937
1 1173 942
1 1178 947
1 1183 952
1 1188 957
1 1193 962
1 1198 967
1 1203 972
1 1208 977
1 1213 982
1 1218 987
1 1223 992
1 1228 997
1 1233 1002
1 1238 1007
1 1243 1012
1 1248 1017
1 1253 1022
1 1258 1027
1 1263 1032
1 1268 1037
1 1273 1042
1 1278 1047
1 1283 1052
1 1288 1057
1 1293 1062
1 1298 1067
1 1303 1072
1 1308 1077
1 1313 1082
1 1318 1087
1 1323 1092
1 1328 1097
1 1333 1102
1 1338 1107
1 1343 1112
1 1348 1117
1 1353 1122
1 1358 1127
1 1363 1132
1 1368 1137
1 1373 1142
1 1378 1147
1 1383 1152
1 1388 1157
1 1393 1162
1 1398 1167
1 1403 1172
1 1408 1177
1 1413 1182
1 1418 1187
1 1423 1192
1 1428 1197
1 1433 1202
1 1438 1207
1 1443 1212
1 1448 1217
1 1453 1222
1 1458 1227
1 1463 1232
1 1468 1237
1 1473 1242
1 1478 1247
1 1483 1252
1 1488 1257
1 1493 1262
1 1498 1267
1 1503 1272
1 1508 1277
1 1513 1282
1 1518 1287
1 1523 1292
1 1528 1297
1 1533 1302
1 1538 1307
1 1543 1312
1 1548 1317
1 1553 1322
1 1558 1327
1 1563 1332
1 1568 1337
1 1573 1342
1 1578 1347
1 1583 1352
1 1588 1357
1 1593 1362
1 1598 1367
1 1603 1372
1 1608 1377
1 1613 1382
1 1618 1387
1 1623 1392
1 1628 1397
1 1633 1402
1 1638 1407
1 1643 1412
1 1648 1417
1 1653 1422
1 1658 1427
1 1663 1432
1 1668 1437
1 1673 1442
1 1678 1447
1 1683 1452
1 1688 1457
1 1693 1462
1 1698 1467
1 1703 1472
1 1708 1477
1 1713 1482
1 1718 1487
1 1723 1492
1 1728 1497
1 1733 1502
1 1738 1507
1 1743 1512
1 1748 1517
1 1753 1522
1 1758 1527
1 1763 1532
1 1768 1537
1 1773 1542
1 1778 1547
1 1783 1552
1 1788 1557
1 1793 1562
